country,region,religions,politics
Spain,Southern Europe,"{""Christian"": 52.0, ""Muslim"": 2.10, ""Irreligion"": 44.1, ""Hindu"": 0.04, ""Buddhist"": 0.0, ""Folk religion"": 0.04, ""Other religion"": 0.02, ""Jewish"": 0.10}","[""Asturias Forum or FAC"", ""Basque Country Unite (Euskal Herria Bildu) or EH Bildu (coalition of 4 Basque pro-independence parties)"", ""Basque Nationalist Party or PNV or EAJ"", ""Canarian Coalition or CC (coalition of 5 parties)"", ""Ciudadanos Party (Citizens Party) or Cs"", ""Compromis - Compromise Coalition"", ""Navarrese People's Union or UPN"", ""Together for Catalonia or Junts"", ""People's Party or PP"", ""Republican Left of Catalonia or ERC"", ""Spanish Socialist Workers Party or PSOE"", ""Teruel Existe or TE"", ""Unidas (Unite) or Sumar (electoral coalition formed in March 2022) (formerly Unidas Podemos or UP)"", ""Vox or VOX""]"
Austria,Western Europe,"{""Christian"": 68.2, ""Muslim"": 8.3, ""Irreligion"": 22.40, ""Hindu"": 0.0, ""Buddhist"": 0.20, ""Folk religion"": 0.0, ""Other religion"": 0.1, ""Jewish"": 0.00}","[""Austrian People's Party or OeVP"", ""Freedom Party of Austria or FPOe"", ""The Greens - The Green Alternative"", ""NEOS - The New Austria and Liberal Forum"", ""Social Democratic Party of Austria or SPOe""]"
Belgium,Western Europe,"{""Christian"": 64.25, ""Muslim"": 5.90, ""Irreligion"": 29.00, ""Hindu"": 0.0, ""Buddhist"": 0.20, ""Folk religion"": 0.20, ""Other religion"": 0.00, ""Jewish"": 0.30}","[""Christian Democratic and Flemish or CD&V"", ""Vooruit or Forward (formerly Social Progressive Alternative or SP.A)"", ""Groen or Green (formerly AGALEV, Flemish Greens)"", ""New Flemish Alliance or N-VA"", ""Open Flemish Liberals and Democrats or Open VLD"", ""Vlaams Belang (Flemish Interest) or VB"", ""Ecolo (Francophone Greens)"", ""Francophone Federalist Democrats or Defi"", ""Les Engages (formerly Humanist and Democratic Center or CDH)"", ""Reform Movement or MR"", ""Socialist Party or PS"", ""Workers' Party or PVDA-PTB""]"
France,Western Europe,"{""Christian"": 50.0, ""Muslim"": 4.0, ""Irreligion"": 33.0, ""Hindu"": 0.0, ""Buddhist"": 2.0, ""Folk religion"": 0.0, ""Other religion"": 1.0, ""Jewish"": 1.0}","[""Citizen and Republican Movement or MRC"", ""Debout la France or DLF"", ""Democratic Movement or MoDem"", ""Ensemble or ENS (electoral coalition including RE, MoDem, Horizons, PRV, UDI)"", ""The Ecologists - the Greens or EELV"", ""French Communist Party or PCF"", ""Horizons"", ""La France Insoumise or FI"", ""Liberties, Independents, Overseas and Territories or LIOT"", ""Movement of Progressives or MDP"", ""National Rally or RN (formerly National Front or FN)"", ""New Democrats or LND (formerly Ecology Democracy Solidarity or EDS)"", ""New Popular Front or NFP (electoral coalition including FI, EELV, PS, PCF)"", ""Radical Party of the Left or PRV"", ""Reconquete or REC"", ""Renaissance or RE"", ""Résistons!"", ""Socialist Party or PS"", ""The Republicans or LR"", ""Union of Democrats and Independents or UDI"", ""Union of Far Right or UXD (electoral coalition of LR, RN)""]"
Germany,Western Europe,"{""Christian"": 68.70, ""Muslim"": 5.80, ""Irreligion"": 24.70, ""Hindu"": 0.0, ""Buddhist"": 0.30, ""Folk religion"": 0.0, ""Other religion"": 0.10, ""Jewish"": 0.30}","[""Alliance '90/Greens"", ""Alternative for Germany or AfD"", ""Christian Democratic Union or CDU"", ""Christian Social Union or CSU"", ""Free Democratic Party or FDP"", ""Free Voters"", ""The Left or Die Linke"", ""Social Democratic Party or SPD""]"
Liechtenstein,Western Europe,"{""Christian"": 91.90, ""Muslim"": 5.00, ""Irreligion"": 2.90, ""Hindu"": 0.0, ""Buddhist"": 0.10, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Democrats for Liechtenstein (Demokraten pro Liechtenstein) or DpL"", ""Fatherland Union (Vaterlaendische Union) or VU"", ""Progressive Citizens' Party (Fortschrittliche Buergerpartei) or FBP"", ""The Free List (Die Freie Liste) or FL"", ""The Independents (Die Unabhaengigen) or DU""]"
Luxembourg,Western Europe,"{""Christian"": 70.40, ""Muslim"": 2.30, ""Irreligion"": 26.80, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.30, ""Jewish"": 0.10}","[""Alternative Democratic Reform Party or ADR"", ""Christian Social People's Party or CSV"", ""Democratic Party or DP"", ""Green Party"", ""Luxembourg Socialist Workers' Party or LSAP"", ""Pirate Party"", ""The Left (dei Lenk/la Gauche)""]"
Monaco,Western Europe,"{""Christian"": 86.00, ""Muslim"": 0.40, ""Irreligion"": 11.70, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.20, ""Jewish"": 1.70}","[""Monegasque National Union (includes Horizon Monaco, Primo!, Union Monegasque)"", ""Horizon Monaco"", ""Priorite Monaco or Primo!"", ""Union Monegasque""]"
Netherlands,Western Europe,"{""Christian"": 35.8, ""Muslim"": 4.6, ""Irreligion"": 57.5, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 2.1, ""Jewish"": 0.0}","[""Christian Democratic Appeal or CDA"", ""Christian Union or CU"", ""Correct Answer 2021 or JA21"", ""Democrats 66 or D66"", ""Denk"", ""Farmer-Citizen Movement or BBB"", ""50Plus"", ""Forum for Democracy or FvD"", ""Green Left (GroenLinks) or GL"", ""Labor Party or PvdA"", ""New Social Contract or NSC"", ""Party for Freedom or PVV"", ""Party for the Animals or PvdD"", ""People's Party for Freedom and Democracy or VVD"", ""Reformed Political Party or SGP"", ""Socialist Party or SP"", ""Together or BIJ1"", ""Volt Netherlands or Volt""]"
Switzerland,Western Europe,"{""Christian"": 61.30, ""Muslim"": 5.50, ""Irreligion"": 31.90, ""Hindu"": 0.40, ""Buddhist"": 0.40, ""Folk religion"": 0.0, ""Other religion"": 0.10, ""Jewish"": 0.30}","[""The Center (Die Mitte, Alleanza del Centro, Le Centre, Allianza dal Center) (merger of the Christian Democratic People's Party and the Conservative Democratic Party)"", ""Evangelical Peoples' Party or EVP/PEV"", ""Federal Democrats or EDU"", ""Geneva Citizens Movement or MCR/MCG"", ""Green Liberal Party (Gruenliberale Partei or GLP, Parti vert liberale or PVL, Partito Verde-Liberale or PVL, Partida Verde Liberale or PVL)"", ""Green Party (Gruene Partei der Schweiz or Gruene, Parti Ecologiste Suisse or Les Verts, Partito Ecologista Svizzero or I Verdi, Partida Ecologica Svizra or La Verda)"", ""The Liberals or FDP.The Liberals (FDP.Die Liberalen, PLR.Les Liberaux-Radicaux, PLR.I Liberali, Ils Liberals)"", ""Social Democratic Party (Sozialdemokratische Partei der Schweiz or SP, Parti Socialiste Suisse or PSS, Partito Socialista Svizzero or PSS, Partida Socialdemocratica de la Svizra or PSS)"", ""Swiss People's Party (Schweizerische Volkspartei or SVP, Union Democratique du Centre or UDC, Unione Democratica di Centro or UDC, Uniun Democratica dal Center or UDC)""]"
Guernsey and Alderney,Western Europe,"{""Christian"": 36.7, ""Muslim"": 0.0, ""Irreligion"": 31.3, ""Hindu"": 28.3, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 3.7, ""Jewish"": 0.0}","[""Alliance Party Guernsey or APG"", ""Guernsey Partnership of Independents or GPI"", ""Guernsey Party or GP""]"
Australia,Australia and New Zealand,"{""Christian"": 43.90, ""Muslim"": 3.20, ""Irreligion"": 38.90, ""Hindu"": 2.70, ""Buddhist"": 2.40, ""Folk religion"": 1.30, ""Other religion"": 0.80, ""Jewish"": 0.40}","[""Australian Greens Party or The Greens"", ""Australian Labor Party or ALP"", ""Centre Alliance (formerly known as the Nick Xenophon Team or NXT)"", ""Jacqui Lambie Network or JLN"", ""Katter's Australian Party"", ""Liberal Party of Australia"", ""The Nationals"", ""One Nation or ONP"", ""United Australia Party""]"
New Zealand,Australia and New Zealand,"{""Christian"": 37.00, ""Muslim"": 1.31, ""Irreligion"": 48.47, ""Hindu"": 2.63, ""Buddhist"": 1.12, ""Folk religion"": 0.40, ""Other religion"": 3.27, ""Jewish"": 0.11}","[""ACT New Zealand"", ""Green Party"", ""New Zealand First Party or NZ First"", ""New Zealand Labor Party"", ""New Zealand National Party"", ""Te Pāti Māori""]"
Norfolk Island,Australia and New Zealand,"{""Christian"": 29.5, ""Muslim"": 0.0, ""Irreligion"": 26.8, ""Hindu"": 9.6, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Norfolk Island Labor Party"", ""Norfolk Liberals""]"
Fiji Islands,Melanesia,"{""Christian"": 64.40, ""Muslim"": 6.40, ""Irreligion"": 0.80, ""Hindu"": 27.90, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.50, ""Jewish"": 0.0}","[""Fiji First"", ""Fiji Labor Party or FLP"", ""Freedom Alliance (formerly Fiji United Freedom Party or FUFP)"", ""National Federation Party or NFP"", ""People's Alliance"", ""Peoples Democratic Party or PDP"", ""Social Democratic Liberal Party or SODELPA"", ""Unity Fiji""]"
New Caledonia,Melanesia,"{""Christian"": 85.20, ""Muslim"": 2.80, ""Irreligion"": 10.40, ""Hindu"": 0.0, ""Buddhist"": 0.60, ""Folk religion"": 0.20, ""Other religion"": 0.80, ""Jewish"": 0.0}","[""Caledonia Together or CE"", ""Caledonian Union or UC"", ""Future With Confidence or AEC"", ""Kanak Socialist Front for National Liberation or FLNKS (alliance includes PALIKA, UNI, UC, and UPM)"", ""Labor Party or PT"", ""National Union for Independence or UNI"", ""Oceanian Awakening"", ""Party of Kanak Liberation or PALIKA"", ""Socialist Kanak Liberation or LKS"", ""The Republicans (formerly The Rally or UMP)""]"
Papua New Guinea,Melanesia,"{""Christian"": 99.20, ""Muslim"": 0.003, ""Irreligion"": 0.0, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.40, ""Other religion"": 0.20, ""Jewish"": 0.0}","[""Destiny Party"", ""Liberal Party"", ""Melanesian Alliance Party or MAP"", ""Melanesian Liberal Party or MLP"", ""National Alliance Party or NAP"", ""Our Development Party or ODP"", ""Papua and Niugini Union Party or PANGU PATI"", ""Papua New Guinea Greens Party"", ""Papua New Guinea National Party"", ""Papua New Guinea Party or PNGP"", ""People's First Party or PFP"", ""People's Movement for Change or PMC"", ""People's National Congress Party or PNC"", ""People’s National Party"", ""People's Party or PP"", ""People's Progress Party or PPP"", ""People's Reform Party or PRP"", ""PNG Party"", ""Social Democratic Party or SDP"", ""Triumph Heritage Empowerment Party or THE"", ""United Labor Party or ULP"", ""United Resources Party or URP""]"
Solomon Islands,Melanesia,"{""Christian"": 97.40, ""Muslim"": 0.10, ""Irreligion"": 0.20, ""Hindu"": 0.0, ""Buddhist"": 0.30, ""Folk religion"": 1.30, ""Other religion"": 0.70, ""Jewish"": 0.0}","[""Democratic Alliance Party or DAP"", ""Kadere Party of Solomon Islands or KAD"", ""Ownership, Unity, and Responsibility Party (OUR Party)"", ""People First Party or PFP"", ""Solomon Islands Democratic Party or SIDP"", ""Solomon Islands Party for Rural Advancement or SIPRA"", ""Solomon Islands United Party or SIUP"", ""United for Change Party or U4C"", ""Coalition for Accountability Reform and Empowerment (CARE) is comprised of DAP, SIDP, and U4C""]"
Vanuatu,Melanesia,"{""Christian"": 93.30, ""Muslim"": 0.10, ""Irreligion"": 1.20, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 4.10, ""Other religion"": 1.40, ""Jewish"": 0.0}","[""Iauko Group (Eagle Party) or IG"", ""Land and Justice Party (Graon mo Jastis Pati or GJP)"", ""Leaders Party of Vanuatu or LPV"", ""Rural Development Party or RDP"", ""Reunification of Movement for Change or RMC"", ""Union of Moderate Parties or UMP"", ""Vanua'aku Pati (Our Land Party) or VP""]"
Guam,Micronesia,"{""Christian"": 94.20, ""Muslim"": 0.10, ""Irreligion"": 1.60, ""Hindu"": 0.0, ""Buddhist"": 1.10, ""Folk religion"": 1.50, ""Other religion"": 1.60, ""Jewish"": 0.0}","[""Democratic Party"", ""Republican Party""]"
Kiribati,Micronesia,"{""Christian"": 97.00, ""Muslim"": 0.20, ""Irreligion"": 0.80, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 2.00, ""Jewish"": 0.0}","[""Boutokaan Kiribati Moa Party (Supporting Kiribati First) or BKM"", ""Tobwaan Kiribati Party (Embracing Kiribati) or TKP""]"
Marshall Islands,Micronesia,"{""Christian"": 97.50, ""Muslim"": 0.20, ""Irreligion"": 1.50, ""Hindu"": 0.0, ""Buddhist"": 0.00, ""Folk religion"": 0.10, ""Other religion"": 0.80, ""Jewish"": 0.0}","[""none""]"
Micronesia,Micronesia,"{""Christian"": 95.20, ""Muslim"": 0.10, ""Irreligion"": 1.00, ""Hindu"": 0.0, ""Buddhist"": 0.40, ""Folk religion"": 2.60, ""Other religion"": 0.70, ""Jewish"": 0.0}","[""none""]"
Nauru,Micronesia,"{""Christian"": 79.00, ""Muslim"": 0.01, ""Irreligion"": 4.50, ""Hindu"": 0.0, ""Buddhist"": 1.10, ""Folk religion"": 8.10, ""Other religion"": 7.40, ""Jewish"": 0.0}","[""none""]"
Northern Mariana Islands,Micronesia,"{""Christian"": 81.30, ""Muslim"": 0.70, ""Irreligion"": 1.00, ""Hindu"": 0.0, ""Buddhist"": 10.60, ""Folk religion"": 5.30, ""Other religion"": 1.10, ""Jewish"": 0.0}","[""Democratic Party"", ""Republican Party""]"
Palau,Micronesia,"{""Christian"": 86.80, ""Muslim"": 0.10, ""Irreligion"": 1.20, ""Hindu"": 0.0, ""Buddhist"": 0.80, ""Folk religion"": 0.80, ""Other religion"": 10.20, ""Jewish"": 0.0}","[""none""]"
American Samoa,Polynesia,"{""Christian"": 98.30, ""Muslim"": 0.10, ""Irreligion"": 0.70, ""Hindu"": 0.0, ""Buddhist"": 0.30, ""Folk religion"": 0.40, ""Other religion"": 0.30, ""Jewish"": 0.0}","[""Democratic Party"", ""Republican Party""]"
Cook Islands,Polynesia,"{""Christian"": 96.00, ""Muslim"": 0.0, ""Irreligion"": 3.20, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.80, ""Jewish"": 0.0}","[""Cook Islands Party or CIP"", ""Cook Islands United Party"", ""Democratic Party or Demo"", ""One Cook Islands Movement or OCI""]"
French Polynesia,Polynesia,"{""Christian"": 94.00, ""Muslim"": 0.10, ""Irreligion"": 4.80, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.50, ""Other religion"": 0.40, ""Jewish"": 0.0}","[""I Love Polynesia (A here la Porinetia)"", ""List of the People (Tapura Huiraatira)"", ""People's Servant Party (Tavini Huiraatira)"", ""Rally of the Maohi People (Amuitahiraʻa o te Nunaʻa Maohi) (formerly known as Popular Rally (Tahoeraa Huiraatira))""]"
Niue,Polynesia,"{""Christian"": 96.40, ""Muslim"": 0.10, ""Irreligion"": 3.20, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.20, ""Jewish"": 0.0}","[""none""]"
Samoa,Polynesia,"{""Christian"": 96.80, ""Muslim"": 0.10, ""Irreligion"": 2.50, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.30, ""Jewish"": 0.0}","[""Fa'atuatua i le Atua Samoa ua Tasi or FAST"", ""Human Rights Protection Party or HRPP"", ""Tautua Samoa Party or TSP""]"
Tokelau,Polynesia,"{""Christian"": 99.80, ""Muslim"": 0.0, ""Irreligion"": 0.0, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.20, ""Jewish"": 0.0}","[""none""]"
Tonga,Polynesia,"{""Christian"": 99.00, ""Muslim"": 0.10, ""Irreligion"": 0.0, ""Hindu"": 0.10, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.80, ""Jewish"": 0.0}","[""Democratic Party of the Friendly Islands or DPFI or PTOA"", ""Tonga People's Party (Paati ʻa e Kakai ʻo Tonga) or PAK or TPPI""]"
Tuvalu,Polynesia,"{""Christian"": 99.80, ""Muslim"": 0.20, ""Irreligion"": 0.0, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""none""]"
Wallis And Futuna Islands,Polynesia,"{""Christian"": 97.40, ""Muslim"": 0.0, ""Irreligion"": 0.60, ""Hindu"": 0.0, ""Buddhist"": 1.20, ""Folk religion"": 0.80, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Left Radical Party or PRG (formerly Radical Socialist Party or PRS and the Left Radical Movement or MRG)"", ""Lua Kae Tahi (Giscardians)"", ""Rally for Wallis and Futuna-The Republicans (Rassemblement pour Wallis and Futuna) or RPWF-LR"", ""Socialist Party or PS"", ""Taumu'a Lelei"", ""Union Pour la Democratie Francaise or UDF""]"
Pitcairn Islands,Polynesia,"{""Christian"": 80.0, ""Muslim"": 0.0, ""Irreligion"": 15.0, ""Hindu"": 5.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""none""]"
Antarctica,Antarctica,"{""Christian"": 72.0, ""Muslim"": 23.6, ""Irreligion"": 2.7, ""Hindu"": 1.0, ""Buddhist"": 0.4, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""none""]"
Taiwan,Eastern Asia,"{""Christian"": 5.10, ""Muslim"": 1.80, ""Irreligion"": 52.20, ""Hindu"": 0.01, ""Buddhist"": 18.20, ""Folk religion"": 21.90, ""Other religion"": 0.70, ""Jewish"": 0.00}","[""Democratic Progressive Party"", ""Kuomintang"",""Taiwan People's Party"",""New Power Party"",""Taiwan Statebuilding Party"",""People First Part"",""New Party"",""Green Party Taiwan"",""Labor Party"",""Faith and Hope League""]"
Kosovo,Southern Europe,"{""Christian"": 3.80, ""Muslim"": 95.60, ""Irreligion"": 0.50, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.10, ""Jewish"": 0.0}","[""Vetevendosje"",""Democratic Party of Kosovo"",""Democratic League of Kosovo"",""Alliance for the Future of Kosovo"",""Social Democratic Initiative"",""Serb List""]"
